#{"t_start": 1766708368.2664728, "env_id": "BipedalWalker-v3"}
r,l,t
-69.238885,1600,917.714876
-46.739982,1600,918.584998
-77.225271,1600,919.396782
-67.751385,1600,920.235585
-47.529867,1600,921.857906
-69.743485,1600,922.709758
-45.931286,1600,923.514421
-54.071366,1600,924.42795
-64.236592,1600,925.285366
-47.935435,1600,927.793919
-68.945359,1600,928.595961
-51.591288,1600,929.378849
-63.422577,1600,930.218179
-47.272384,1600,930.99779
-54.239855,1600,933.495575
-55.607947,1600,934.334564
-49.287397,1600,935.476911
-53.368209,1600,936.507669
-51.202261,1600,937.287231
-118.826958,636,937.688003
-57.433668,1600,938.905694
-38.791644,1600,939.717206
-51.280532,1600,940.525546
-48.99688,1600,941.381161
-49.454358,1600,942.189624
-47.343578,1600,944.675437
-50.266132,1600,945.617427
-52.713007,1600,946.41209
-55.180043,1600,947.306958
-50.145738,1600,948.124866
-114.432557,584,948.504629
-51.438946,1600,949.782975
-51.293498,1600,950.601799
-53.143576,1600,951.370437
-49.426608,1600,952.217576
-40.422164,1600,953.066552
-125.639114,769,954.412294
-59.370284,1600,955.495198
-55.388314,1600,956.434046
-38.749441,1600,957.327294
-53.376512,1600,958.180024
-46.286963,1600,959.008034
-41.771331,1600,961.654279
-31.525462,1600,962.528616
-53.084697,1600,963.38343
-62.226192,1600,964.205308
-48.328703,1600,964.974164
-106.73443,434,965.29301
-56.494641,1600,966.750038
-62.033269,1600,967.591088
-26.408771,1600,968.463648
-62.504407,1600,969.269657
-59.126868,1600,970.080911
-64.125365,1600,972.637828
-62.151625,1600,973.423141
-41.826072,1600,974.255836
-57.142344,1600,975.044981
-39.365607,1600,975.867272
-38.208623,1600,977.664049
-61.405643,1600,978.503052
-59.850023,1600,979.320729
-63.298562,1600,980.112172
-47.395945,1600,980.953426
-46.535654,1600,983.497699
-38.394463,1600,984.331928
-50.585308,1600,985.119853
-53.638363,1600,985.898583
-39.722547,1600,986.705741
-44.13019,1600,989.290043
-65.33973,1600,990.108219
-50.662006,1600,990.924374
-20.739967,1600,991.79462
-65.333015,1600,992.570462
-52.303812,1600,994.188315
-43.809249,1600,995.005376
-51.667676,1600,995.8237
-55.05996,1600,996.648714
-46.526424,1600,997.55691
-112.790475,552,998.780689
-22.349655,1600,1000.100342
-43.626645,1600,1000.949621
-48.270798,1600,1001.738729
-45.872314,1600,1002.589904
-19.378619,1600,1003.521196
-119.967163,716,1003.97358
-38.661508,1600,1006.04797
-50.788172,1600,1006.874028
-54.465474,1600,1007.765008
-44.782581,1600,1008.649777
-49.395142,1600,1009.499915
-45.032225,1600,1011.426414
-51.014323,1600,1012.276807
-33.422043,1600,1013.122346
-33.870131,1600,1014.012229
-50.720687,1600,1014.850834
-24.425416,1600,1017.602275
-56.886081,1600,1018.543039
-90.1632,243,1018.694426
-21.661032,1600,1019.5142
-52.877588,1600,1020.320117
-38.635945,1600,1022.024503
-52.819534,1600,1022.86722
-58.371691,1600,1023.674844
-30.123076,1600,1024.493266
-40.380116,1600,1025.360595
-60.920573,1600,1027.902194
-62.031992,1600,1028.760851
-61.126719,1600,1029.622278
-57.86199,1600,1030.376055
-56.906222,1600,1031.214312
-40.880411,1600,1033.758788
-50.845109,1600,1034.55568
-34.875335,1600,1035.397426
-51.28338,1600,1036.249031
-24.740974,1600,1037.107615
-101.463382,403,1037.389492
-95.603945,280,1037.571235
-46.645085,1600,1038.735962
-50.619378,1600,1039.684265
-40.621811,1600,1040.560055
-26.362131,1600,1041.4109
-56.319309,1600,1042.22925
-103.205438,394,1042.491909
-59.289113,1600,1044.768607
-64.493565,1600,1045.581856
-59.554746,1600,1046.370526
-64.368264,1600,1047.189433
-25.786123,1600,1048.163795
-104.26626,411,1048.444107
-42.263171,1600,1049.932454
-29.342213,1600,1050.77808
-60.132049,1600,1051.636973
-37.800159,1600,1052.45219
-28.573019,1600,1053.315527
-47.992778,1600,1055.848346
-41.916877,1600,1056.81355
-47.006518,1600,1057.612772
-54.254649,1600,1058.509289
-47.379864,1600,1059.313319
-34.437703,1600,1061.999249
-48.838593,1600,1062.874018
-40.859168,1600,1063.707928
-42.410212,1600,1064.530235
-38.709441,1600,1065.364607
-103.214094,659,1066.559931
-35.474858,1600,1067.460417
-56.902017,1600,1068.23625
-59.826326,1600,1069.053215
-34.070651,1600,1069.900403
-36.357353,1600,1072.534297
-26.839148,1600,1073.402361
-32.106121,1600,1074.2878
-33.422344,1600,1075.1168
-36.751902,1600,1076.006634
-96.37987,295,1076.210155
-128.501027,170,1076.334456
-112.284653,592,1076.729088
-89.463008,210,1077.01326
-34.466321,1600,1077.87809
-31.966041,1600,1078.740955
-55.271738,1600,1079.539068
-48.660074,1600,1080.379968
-39.35984,1600,1083.124081
-37.038566,1600,1083.979901
-21.031161,1600,1084.861117
-29.332378,1600,1085.747065
-32.392895,1600,1086.670227
-43.264214,1600,1089.54747
-59.060397,1600,1090.382205
-54.340866,1600,1091.30498
-48.645308,1600,1092.235757
-57.857574,1600,1093.094965
-57.839954,1600,1094.797142
-53.688769,1600,1095.645487
-39.497221,1600,1096.530434
-56.372784,1600,1097.351029
-54.968446,1600,1098.196414
-66.517124,1600,1100.737873
-52.939939,1600,1101.572978
-52.093803,1600,1102.575896
-33.201802,1600,1103.437186
-53.527603,1600,1104.304139
-17.496273,1600,1106.902859
-47.295227,1600,1107.774903
-38.996862,1600,1108.634764
-88.766392,251,1108.770048
-52.326334,1600,1109.611176
-43.332192,1600,1111.291969
-63.842254,1600,1112.207159
-52.398843,1600,1113.112521
-18.207806,1600,1114.015073
-34.191277,1600,1114.90963
-119.825189,148,1115.007831
-44.800262,1600,1117.569388
-36.184774,1600,1118.448656
-27.469699,1600,1119.300876
-36.416959,1600,1120.140104
-38.887142,1600,1121.052046
-44.213749,1600,1122.966754
-49.929981,1600,1123.78938
-58.485025,1600,1124.617308
-33.119821,1600,1125.494344
-44.146485,1600,1126.323368
-55.173844,1600,1129.002213
-54.795311,1600,1129.838935
-48.610747,1600,1130.65101
-38.802557,1600,1131.489409
-39.847585,1600,1132.324824
-32.760178,1600,1135.205323
-25.489984,1600,1136.06679
-47.201957,1600,1136.893507
-30.807764,1600,1137.693655
-49.690221,1600,1138.561056
-116.390678,665,1139.011045
-41.802559,1600,1140.25621
-37.634283,1600,1141.051308
-53.893721,1600,1141.877222
-36.321003,1600,1142.718059
-63.898228,1600,1143.698897
-29.494757,1600,1146.436094
-48.883439,1600,1147.413391
-61.320831,1600,1148.205955
-24.773819,1600,1149.100549
-39.973544,1600,1150.001907
-65.847385,1600,1151.811947
-50.673909,1600,1152.651096
-33.3687,1600,1153.588712
-54.545166,1600,1154.583549
-88.171046,190,1154.693992
-71.155262,1600,1157.238508
-18.702371,1600,1158.194962
-51.6429,1600,1159.050047
-35.679201,1600,1159.916166
-92.18196,354,1160.142971
-61.527481,1600,1162.835938
-52.85069,1600,1163.64842
-38.740423,1600,1164.622127
-53.151946,1600,1165.499971
-53.007081,1600,1166.299472
-107.691268,42,1166.334591
-100.346947,356,1166.58024
-101.180997,384,1166.850787
-38.466777,1600,1167.980373
-70.895489,1600,1168.800323
-74.510595,1600,1169.645532
-53.179052,1600,1170.475623
-61.790629,1600,1171.271363
-54.749513,1600,1173.830669
-89.409954,210,1173.9407
-29.96916,1600,1174.854184
-23.554051,1600,1175.842637
-58.639052,1600,1176.715243
-93.028643,249,1176.883378
-38.645306,1600,1178.398222
-33.978601,1600,1179.240007
-44.120783,1600,1180.080745
-24.681407,1600,1180.973763
-38.204559,1600,1181.874369
-51.315856,1600,1184.588543
-96.905627,480,1184.833737
-41.952278,1600,1185.763202
-28.420832,1600,1186.653661
-12.782893,1600,1187.56996
-89.818478,220,1189.387465
-66.424515,1600,1190.222149
-20.608378,1600,1191.127992
-54.191456,1600,1191.954708
-88.542355,241,1192.078562
-107.255292,487,1192.435525
-34.050942,1600,1193.950118
-54.192112,1600,1194.790093
-54.206604,1600,1195.610569
-54.152509,1600,1196.586809
-54.030018,1600,1197.444272
-88.630953,243,1199.299597
-41.29378,1600,1200.193888
-71.984539,1600,1200.998861
-90.07265,252,1201.137595
-13.972703,1600,1201.980798
-114.629674,86,1202.038458
-21.736485,1600,1203.710561
-31.610865,1600,1204.557432
-43.082008,1600,1205.375006
-63.174052,1600,1206.297053
-55.751648,1600,1207.241374
-98.192614,340,1208.348637
-64.591568,1600,1209.819494
-36.898637,1600,1210.679809
-39.039181,1600,1211.557301
-32.380026,1600,1212.430703
-47.924585,1600,1213.526297
-44.27988,1600,1216.35907
-54.416565,1600,1217.333296
-27.549972,1600,1218.173626
-29.365383,1600,1219.019987
-88.678931,220,1219.139971
-52.092896,1600,1220.838767
-25.357088,1600,1221.672161
-35.982537,1600,1222.611316
-36.242934,1600,1223.478367
-99.160363,512,1223.787333
-39.314784,1600,1226.344751
-26.17742,1600,1227.262092
-42.838824,1600,1228.299562
-16.604371,1600,1229.166992
-32.631629,1600,1229.994942
-18.258545,1600,1232.531403
-20.852225,1600,1233.458909
-34.753335,1600,1234.274991
-20.856797,1600,1235.131133
-32.897364,1600,1236.065728
-113.798813,60,1236.118641
-34.430951,1600,1237.864275
-41.510938,1600,1238.723249
-33.242181,1600,1239.67895
-40.243678,1600,1240.523377
-19.668072,1600,1241.442056
-56.938611,1600,1244.03133
-37.77023,1600,1244.877528
-88.846505,217,1244.987421
-57.120432,1600,1245.774041
-39.443325,1600,1246.611303
-36.776146,1600,1248.413254
-36.420874,1600,1249.3284
-21.991509,1600,1250.16941
-19.843784,1600,1251.03101
-24.500424,1600,1251.858093
-55.758431,1600,1254.429413
-31.525283,1600,1255.244011
-36.533983,1600,1256.104148
-26.380798,1600,1257.020171
-34.922134,1600,1257.897026
-27.926478,1600,1260.571148
-33.196869,1600,1261.416931
-64.650157,1600,1262.278455
-38.57441,1600,1263.074358
-33.183754,1600,1263.992247
-89.584466,236,1265.010502
-51.633154,1600,1265.836014
-37.775419,1600,1266.69507
-38.942227,1600,1267.55913
-56.17279,1600,1268.383252
-64.436865,1600,1271.10728
-28.10559,1600,1271.970789
-36.569328,1600,1272.767751
-25.139448,1600,1273.651377
-31.633029,1600,1274.476728
-34.334968,1600,1276.204288
-87.919879,215,1276.320629
-33.678746,1600,1277.195635
-33.111868,1600,1278.179172
-40.877736,1600,1279.053515
-104.137351,436,1280.344438
-97.634408,310,1280.556453
-90.568494,267,1281.041337
-28.522101,1600,1281.892159
-19.828874,1600,1282.740811
-2.256412,1600,1283.626354
-37.068322,1600,1284.539428
-94.894489,276,1284.725197
-39.496006,1600,1287.112818
-41.832508,1600,1287.926494
-87.626855,206,1288.034051
-56.626935,1600,1288.896501
-20.432042,1600,1289.728838
-91.566749,223,1289.987263
-89.631271,181,1290.165574
-96.804999,310,1290.378357
-20.28671,1600,1291.615517
-50.413109,1600,1292.426581
-87.647649,198,1292.538238
-24.144893,1600,1293.427378
-29.289667,1600,1294.279702
-34.947026,1600,1296.890704
-87.516151,206,1297.004363
-37.397107,1600,1297.919322
-24.942639,1600,1298.77414
-44.717865,1600,1299.664325
-16.214859,1600,1301.587841
-87.878793,217,1301.706603
-88.380159,216,1301.849
-40.606407,1600,1302.702504
-35.381814,1600,1303.58128
-97.520254,326,1304.691367
-91.188176,186,1304.853182
-44.175758,1600,1306.200788
-89.661221,238,1306.32593
-13.024645,1600,1307.23727
-89.385594,210,1307.347052
-12.312547,1600,1308.185673
-102.302852,398,1308.450159
-88.21625,218,1310.129216
-29.803517,1600,1311.336297
-32.139289,1600,1312.287409
-26.940581,1600,1313.188931
-33.64431,1600,1314.007171
-89.402909,231,1314.967466
-40.466937,1600,1315.857673
-29.983778,1600,1316.67704
-32.461704,1600,1317.565954
-44.970445,1600,1318.387831
-95.410007,291,1318.584651
-45.235389,1600,1320.94622
-88.63103,233,1321.06627
-27.533662,1600,1322.077611
-45.416815,1600,1322.930797
-39.788929,1600,1323.747981
-32.223518,1600,1326.313385
-88.140426,182,1326.439323
-28.079448,1600,1327.287683
-87.523098,189,1327.394591
-37.918698,1600,1328.218226
-101.20562,414,1328.504967
-17.408989,1600,1330.016071
-38.966747,1600,1330.910738
-21.191501,1600,1331.73672
-56.633123,1600,1332.664172
-87.005166,185,1332.756895
-93.626077,352,1334.75651
-32.241922,1600,1335.63003
-87.830386,220,1335.765144
-90.35355,234,1335.899258
-26.864981,1600,1336.704244
-88.787786,241,1337.720461
-88.420363,204,1337.853066
-16.282489,1600,1338.767629
-42.546232,1600,1339.645949
-9.162914,1600,1340.620299
-37.609938,1600,1343.370738
-15.422695,1600,1344.304878
-97.746784,644,1344.641052
-47.456836,1600,1345.471002
-14.838377,1600,1346.300478
-96.528487,280,1346.514038
-20.837358,1600,1348.905023
-87.936832,224,1349.017716
-25.507312,1600,1349.863389
-27.60973,1600,1350.660896
-93.976413,370,1350.897921
3.593139,1600,1352.620448
-88.717829,243,1352.819043
-17.211045,1600,1353.73083
-30.629409,1600,1354.56256
-29.467381,1600,1355.467279
-6.30579,1600,1358.16406
-37.66403,1600,1358.98239
-36.189767,1600,1359.834605
-7.262401,1600,1360.658465
-22.134379,1600,1361.558636
-88.886915,215,1362.565671
-26.22945,1600,1363.608042
-15.917298,1600,1364.509946
-32.170012,1600,1365.392693
-13.181498,1600,1366.265473
11.485338,1600,1368.961123
-26.274927,1600,1369.795603
-21.594683,1600,1370.599685
-88.143153,205,1370.728593
-28.650376,1600,1371.612335
-24.45138,1600,1374.322257
-11.353489,1600,1375.207569
-87.595348,212,1375.318403
-42.308832,1600,1376.143642
-11.593181,1600,1376.986075
-24.701661,1600,1378.656767
-27.546142,1600,1379.484517
-26.035834,1600,1380.375277
-88.173374,220,1380.498781
-35.994247,1600,1381.325458
-32.097463,1600,1383.905291
-26.067018,1600,1384.874386
-74.65636,506,1385.123621
-23.962223,1600,1385.987735
-87.457762,200,1386.099718
-132.723031,1193,1386.925227
-88.693066,231,1387.083139
-88.558088,236,1387.21469
4.244655,1600,1388.078342
-26.178291,1600,1388.965008
-23.303296,1600,1389.806466
-89.217718,162,1390.8485
-93.623956,263,1391.012637
-92.704178,245,1391.179579
-87.726117,211,1391.661218
-22.748253,1600,1392.503732
-13.661303,1600,1393.344791
-87.563902,210,1393.464265
-36.388607,1600,1394.288951
-38.951378,1600,1396.989628
-41.223438,1600,1397.819641
-88.146859,192,1397.912455
-86.868146,204,1398.01881
-24.443722,1600,1398.860558
-2.945918,1600,1400.590932
-93.739254,827,1401.01112
-87.745734,188,1401.108126
-29.938158,1600,1401.963593
-87.390769,217,1402.080277
-38.086676,1600,1404.687461
-25.843468,1600,1405.655398
-1.930955,1600,1406.526652
-42.022167,1600,1407.572465
-91.813746,813,1408.003541
-19.787526,1600,1410.57314
-6.151089,1600,1411.420705
21.291337,1600,1412.256534
-34.947652,1600,1413.105069
-28.369121,1600,1413.968214
-98.524484,326,1414.199264
-94.089995,259,1414.37317
-31.688503,1600,1415.88748
-87.168378,214,1415.9963
-37.787863,1600,1416.927041
-35.391296,1600,1417.855154
-23.982101,1600,1418.670531
-91.363415,218,1418.847539
-88.593899,193,1420.521407
-7.216312,1600,1421.393748
-105.223123,248,1421.519151
-34.780464,1600,1422.404631
-29.644666,1600,1423.230346
-87.467444,211,1424.205523
-30.580583,1600,1425.052277
-30.938916,1600,1425.946915
-87.930536,226,1426.124475
-21.020368,1600,1427.010822
-11.495208,1600,1429.610946
-87.575241,184,1429.717349
-37.617155,1600,1430.542693
-30.624887,1600,1431.403169
-87.57683,163,1431.502556
-6.577643,1600,1434.059178
-48.469051,1600,1434.894181
-87.0132,212,1435.028381
-35.81801,1600,1435.892431
-87.627651,233,1436.027172
-19.644824,1600,1437.728535
-28.238041,1600,1438.74156
-35.386446,1600,1439.588313
-28.566701,1600,1440.477046
-39.880003,1600,1441.281555
-98.285009,342,1441.518599
-10.319065,1600,1444.055861
-72.934195,1101,1444.61869
-22.259844,1600,1445.509292
11.078884,1600,1446.44517
-18.685876,1600,1447.334286
-31.127378,1600,1449.064305
-11.398422,1600,1449.865431
-17.791812,1600,1450.715425
-20.98556,1600,1451.562889
-87.447382,190,1451.661358
-28.442062,1600,1454.22689
-10.006391,1600,1455.117378
-85.435298,530,1455.389176
-20.416017,1600,1456.224085
-26.606821,1600,1457.201696
-107.227527,562,1457.597456
-87.545288,222,1459.092577
-40.595551,1600,1459.99051
-32.340347,1600,1460.930871
-88.402235,240,1461.114186
-39.163435,1600,1462.15077
-94.619965,282,1462.372445
-31.690389,1600,1464.048326
-88.510084,690,1464.457356
-12.650823,1600,1465.35072
3.623445,1600,1466.268086
-87.65009,227,1466.386361
-116.051392,1263,1468.922418
-87.254429,174,1469.024034
-40.037237,1600,1469.865394
-88.028384,227,1469.983909
-38.050698,1600,1470.823783
-67.945952,718,1472.067921
-89.157188,213,1472.198341
-8.296495,1600,1473.088253
-21.378121,1600,1473.974881
-90.672926,279,1474.129383
-33.03846,1600,1476.88567
-100.548866,201,1476.995531
-36.261333,1600,1478.080266
-8.875459,1600,1478.884601
-27.242582,1600,1479.760842
-91.866658,209,1479.899793
-109.881612,48,1479.93138
-116.858662,91,1479.986654
-100.274087,191,1481.622778
-21.56152,1600,1482.513095
-0.062939,1600,1483.372876
-98.807219,152,1483.450868
-103.139334,147,1483.520836
-100.302596,192,1484.501689
-29.04351,1600,1485.354302
-21.465387,1600,1486.236047
-33.686662,1600,1487.027438
-106.538619,147,1487.113121
-87.265454,164,1489.097789
9.368667,1600,1489.969779
-99.101495,166,1490.05132
-40.420598,1600,1490.950594
-101.701797,211,1491.055287
-105.56004,83,1491.115018
-94.690536,288,1491.335852
-111.075871,53,1491.368886
-102.793297,173,1492.833947
-103.073679,178,1492.929688
-107.660658,153,1493.017514
-105.888187,148,1493.099988
-108.641505,148,1493.180651
-89.270167,206,1493.351418
-113.021743,116,1493.419052
-89.664348,189,1493.543835
-90.557204,196,1493.671362
-91.396106,204,1493.811602
-108.58749,146,1494.118403
-103.309364,204,1494.217298
-93.152851,338,1494.415679
-107.634586,149,1494.498526
-108.137623,146,1494.585425
-102.860229,144,1496.369631
-28.401675,1600,1497.25298
-0.99223,1600,1498.114272
-104.145073,144,1498.190602
-102.374437,159,1498.27734
-102.81005,192,1499.387094
-27.524624,1600,1500.217488
-104.730133,267,1500.373433
-102.692871,140,1500.43766
-102.569631,185,1500.530318
-115.283261,100,1500.594436
-106.580334,546,1501.830438
-107.000226,546,1502.162556
-15.836294,1600,1503.050754
-26.914558,1600,1503.915718
-93.338734,351,1504.097668
-20.898423,1600,1504.915477
-21.24665,1600,1505.760061
-95.678046,278,1505.965042
-92.78357,259,1506.161579
-12.319426,1600,1508.42961
-26.053878,1600,1509.506563
-29.713223,1600,1510.338372
-38.917613,1600,1511.202768
-30.139016,1600,1512.033045
-90.940541,276,1513.044298
-24.477166,1600,1513.950552
-26.175855,1600,1515.201043
-28.349135,1600,1516.125381
-20.948979,1600,1516.944611
-22.704905,1600,1519.712374
-32.046936,1600,1520.595126
-31.236588,1600,1521.415258
-25.666161,1600,1522.368352
-32.073839,1600,1523.283173
-10.689999,1600,1525.012734
-11.433829,1600,1525.843368
-25.187057,1600,1526.712695
-26.344415,1600,1527.574452
-16.17469,1600,1528.380634
-45.55225,1600,1531.118558
-33.20662,1600,1531.953242
-14.286984,1600,1532.780403
-42.37793,1600,1533.640151
-42.888142,1600,1534.409703
-95.998106,313,1534.629355
-117.308448,88,1534.688756
-87.80132,244,1536.258825
-34.484355,1600,1537.090961
-29.014383,1600,1537.893477
-47.847161,1600,1538.739866
-45.149243,1600,1539.563338
-40.726857,1600,1541.392767
-40.303652,1600,1542.216486
1.663409,1600,1543.067986
-43.444569,1600,1543.924105
-34.519789,1600,1544.755264
-41.782529,1600,1547.3083
-35.848379,1600,1548.120822
-45.816502,1600,1548.951701
-42.198258,1600,1549.754256
-51.509819,1600,1550.730032
-52.654954,1600,1552.5328
-88.086625,226,1552.678999
-46.782355,1600,1553.488802
-35.235963,1600,1554.327585
-46.071774,1600,1555.180871
-57.133539,1600,1557.743164
-87.464283,234,1557.862641
-54.741222,1600,1558.670867
-49.769082,1600,1559.734354
-54.74682,1600,1560.526546
-31.554565,1600,1563.216009
-58.579966,1600,1564.050401
-56.976747,1600,1564.857983
-51.589912,1600,1565.63922
-55.221956,1600,1566.501257
-24.274209,1600,1568.232605
-60.957164,1600,1569.044259
-56.765402,1600,1569.871615
-41.212496,1600,1570.726794
-23.672966,1600,1571.593209
-97.729932,486,1573.718558
-39.674758,1600,1574.560945
-32.443205,1600,1575.420645
-51.782462,1600,1576.239533
-26.176965,1600,1577.156582
-42.95252,1600,1578.789174
-58.026327,1600,1579.649276
-25.044183,1600,1580.51679
-21.523119,1600,1581.493552
-55.65684,1600,1582.369713
-32.833311,1600,1585.040473
-66.699474,1600,1585.841604
-87.980841,241,1585.98858
-22.036429,1600,1586.861096
-56.560881,1600,1587.703539
-91.339567,224,1587.842713
-45.932883,1600,1590.288765
-53.238948,1600,1591.109061
-27.056013,1600,1591.996262
-41.530859,1600,1592.991453
-26.328556,1600,1593.949806
-57.581686,1600,1595.625974
-18.204478,1600,1596.504451
-26.78985,1600,1597.390769
-88.279202,232,1597.521059
-53.656098,1600,1598.352554
-28.432839,1600,1601.139341
-58.531416,1600,1602.015476
-34.315213,1600,1602.843113
-50.553415,1600,1603.925245
-49.96127,1600,1604.764125
-32.085583,1600,1607.356549
-29.879585,1600,1608.322606
-60.004939,1600,1609.184717
-88.805193,218,1609.299181
-16.900982,1600,1610.355199
-6.464007,1600,1612.053444
-25.758327,1600,1612.950193
-88.482063,236,1613.099138
-39.626663,1600,1614.09778
-31.796925,1600,1614.964996
14.964879,1600,1617.584451
-30.025468,1600,1618.414616
-89.113486,222,1618.541513
-18.284156,1600,1619.454084
-59.795208,1600,1620.286779
-47.90518,1600,1622.072885
-89.657441,251,1622.200583
-51.524635,1600,1622.985879
-55.512671,1600,1623.82089
-53.200672,1600,1624.79876
-11.826662,1600,1627.351453
-23.674663,1600,1628.244797
-22.766981,1600,1629.033554
-31.770536,1600,1629.863563
-89.61741,232,1629.990587
-95.947709,310,1630.229177
-91.917336,229,1630.402748
-22.428074,1600,1632.645561
-34.689352,1600,1633.466436
-31.10858,1600,1634.280275
-19.932175,1600,1635.301286
-43.301216,1600,1636.10543
-37.122547,1600,1637.800553
-89.029389,262,1637.931241
-89.219011,269,1638.068652
-57.704237,1600,1638.904489
-5.449699,1600,1639.767761
-91.648976,211,1639.915567
-23.604571,1600,1642.657005
-23.983471,1600,1643.511591
-35.297494,1600,1644.35982
-49.268132,1600,1645.312389
-37.849582,1600,1646.150411
-89.698366,277,1647.16274
-23.496422,1600,1648.00033
-33.099213,1600,1648.831507
-31.439948,1600,1649.803544
-34.036389,1600,1650.717986
-43.899116,1600,1653.294849
-18.643584,1600,1654.109019
-21.014014,1600,1654.985364
-53.280071,1600,1655.94178
-95.358341,428,1656.173792
-47.784468,1600,1658.76315
-27.695034,1600,1659.66392
-19.888415,1600,1660.513798
-48.644204,1600,1661.421299
-49.219129,1600,1662.2191
-98.092059,342,1662.496977
-12.442442,1600,1663.951551
-97.626756,483,1664.210958
-34.990824,1600,1665.041375
-59.323655,1600,1665.90033
-49.229057,1600,1666.856406
-51.145068,1600,1669.553908
-53.638363,1600,1670.462515
-129.061667,149,1670.532913
-128.939564,178,1670.620984
-128.070709,161,1670.708102
-129.089589,164,1671.64567
-48.821912,1600,1672.509559
-51.194945,1600,1673.329645
-52.005913,1600,1674.133169
-128.24701,158,1674.2193
-67.300691,1600,1676.997619
-38.199517,1600,1677.829211
-63.282659,1600,1678.645612
-19.662974,1600,1679.517512
-89.119102,259,1679.647688
-41.633536,1600,1682.160739
-47.869607,1600,1683.04566
-17.116708,1600,1683.930422
-8.015815,1600,1684.768546
-37.970227,1600,1685.664145
-92.714929,267,1685.870902
-98.780998,379,1686.120802
-93.554455,266,1686.305651
-35.558574,1600,1687.55479
-27.365583,1600,1688.440263
-28.120217,1600,1689.244065
-25.676339,1600,1690.048663
-23.949171,1600,1690.931449
-89.110548,248,1692.815456
-96.180332,422,1693.039755
4.768687,1600,1693.940125
-22.383304,1600,1694.817041
-48.823036,1600,1695.643734
-91.725394,203,1695.779439
-22.369596,1600,1698.38821
-29.216795,1600,1699.238128
-21.922276,1600,1700.059517
-21.902794,1600,1700.897133
-41.483561,1600,1701.744319
-94.581532,389,1702.813655
-89.037109,253,1702.948895
-21.42512,1600,1703.832505
-24.018095,1600,1704.677
-29.070492,1600,1705.472802
-97.982337,366,1705.764048
-93.456189,280,1705.942591
-104.299682,158,1706.91803
-89.683936,208,1707.058656
-122.322256,98,1707.129744
-26.511097,1600,1708.225786
-44.567928,1600,1709.024475
-88.597873,246,1709.153977
-103.217503,624,1709.488821
-89.718611,288,1709.661103
-53.44019,1600,1711.320514
-89.160063,239,1711.451753
-29.571085,1600,1712.258584
-9.752063,1600,1713.159702
-35.350259,1600,1713.985456
-51.315082,1600,1716.557416
-87.258323,188,1716.684737
-29.042322,1600,1717.509198
-16.142743,1600,1718.490763
-41.853889,1600,1719.355871
-21.340626,1600,1722.056287
-0.817593,1600,1722.893861
-19.180402,1600,1723.806669
-23.202651,1600,1724.659706
-14.214304,1600,1725.525944
-86.929498,175,1726.510625
-88.908104,245,1726.651775
-17.078366,1600,1727.505598
-7.734336,1600,1728.388618
-39.968834,1600,1729.356844
-95.755159,315,1729.563077
-63.752476,1600,1731.922616
-54.004523,1600,1732.737521
-55.910407,1600,1733.571845
-36.913304,1600,1734.413864
-55.62536,1600,1735.274319
-93.967468,289,1735.462682
-95.528864,345,1735.706727
-61.40915,1600,1736.978378
-65.577118,1600,1737.818528
-62.536896,1600,1738.625521
-54.683607,1600,1739.599543
-54.004142,1600,1740.509051
-54.363689,1600,1743.123185
-64.101362,1600,1743.94345
-54.460724,1600,1744.78118
-67.23572,1600,1745.624582
-63.831427,1600,1746.41859
-55.877272,1600,1748.977247
-57.699276,1600,1749.959265
-70.820351,1600,1750.818841
-70.651763,1600,1751.619433
-74.283771,1600,1752.477613
-114.806657,100,1752.546288
-56.941486,1600,1754.169907
-57.571636,1600,1755.053732
-71.06001,1600,1755.905763
-52.485926,1600,1756.716012
-36.64824,1600,1757.60882
-52.731151,1600,1760.290339
-58.171067,1600,1761.141762
-37.561465,1600,1761.953347
-49.463743,1600,1762.754952
-53.501112,1600,1763.710054
-60.493491,1600,1765.47483
-60.752346,1600,1766.311536
-54.724112,1600,1767.113216
-61.248825,1600,1767.9559
-63.101702,1600,1768.725923
-95.521287,320,1769.799093
-56.310288,1600,1771.397176
-62.616593,1600,1772.293944
-22.892872,1600,1773.1365
-48.017818,1600,1773.990975
-57.801524,1600,1774.835179
-53.411475,1600,1777.462568
-53.663132,1600,1778.311645
-53.201652,1600,1779.180734
-48.947818,1600,1780.052578
-49.334296,1600,1780.906407
-56.034227,1600,1782.749058
-49.808189,1600,1783.587536
-53.742092,1600,1784.408163
-51.789165,1600,1785.218684
-53.107722,1600,1786.079219
-25.45697,1600,1788.720055
-59.343383,1600,1789.519705
-50.514482,1600,1790.378193
-38.876714,1600,1791.245666
-39.41898,1600,1792.283059
-83.570407,471,1792.598292
-35.821519,1600,1794.870914
-35.807557,1600,1795.709836
-37.218479,1600,1796.528464
-29.003865,1600,1797.349189
-28.905267,1600,1798.171328
-46.504604,1600,1799.837222
-54.791095,1600,1800.684252
-34.527706,1600,1801.545645
-34.568087,1600,1802.496489
-50.600228,1600,1803.329859
-106.333566,525,1803.702748
-52.967522,1600,1805.887772
-46.392569,1600,1806.744985
-35.127908,1600,1807.565684
-54.545056,1600,1808.421253
-33.087488,1600,1809.275001
-55.43734,1600,1811.000854
-53.341187,1600,1811.828085
-47.821624,1600,1812.831121
